Generation,Mean Fitness,Best Fitness
1,-1.62522,-4.11652
2,-1.82253,-4.7226
3,-2.01764,-5.31568
4,-2.21141,-5.79411
5,-2.41696,-6.44579
6,-2.63498,-6.91973
7,-2.87367,-7.55421
8,-3.142,-8.1017
9,-3.43522,-8.67428
10,-3.76221,-9.12235
11,-4.11363,-9.74557
12,-4.48662,-10.1513
13,-4.8694,-10.7931
14,-5.25939,-11.098
15,-5.6624,-11.6206
16,-6.07803,-12.0174
17,-6.49418,-12.4488
18,-6.9052,-12.8818
19,-7.31955,-13.3851
20,-7.72268,-13.7901
21,-8.14513,-14.0504
22,-8.52514,-14.3652
23,-8.94132,-14.7529
24,-9.30218,-15.039
25,-9.67177,-15.3325
26,-10.0177,-15.617
27,-10.3757,-15.8391
28,-10.7025,-16.0787
29,-11.0192,-16.2561
30,-11.3414,-16.4796
31,-11.6615,-16.6503
32,-11.9045,-16.8665
33,-12.1719,-16.9809
34,-12.433,-17.1839
35,-12.6644,-17.3025
36,-12.8791,-17.42
37,-13.1086,-17.592
38,-13.2991,-17.6729
39,-13.4761,-17.8328
40,-13.6196,-17.9533
41,-13.8264,-18.0947
42,-13.988,-18.1902
43,-14.1602,-18.3193
44,-14.2719,-18.4106
45,-14.3994,-18.5
46,-14.5283,-18.5978
47,-14.6755,-18.704
48,-14.7701,-18.7886
49,-14.8876,-18.876
50,-14.9985,-18.9678
51,-15.0844,-19.0547
52,-15.2075,-19.1502
53,-15.3132,-19.2423
54,-15.3837,-19.3168
55,-15.4902,-19.4196
56,-15.6281,-19.4902
57,-15.7043,-19.5883
58,-15.7953,-19.6474
59,-15.9003,-19.7182
60,-15.9106,-19.7557
61,-15.9986,-19.8222
62,-16.0719,-19.8999
63,-16.176,-19.9144
64,-16.2831,-19.9887
65,-16.315,-20.04
66,-16.4167,-20.1056
67,-16.4698,-20.1449
68,-16.5366,-20.1838
69,-16.6239,-20.2225
70,-16.6597,-20.2657
71,-16.6999,-20.3052
72,-16.8163,-20.3446
73,-16.8056,-20.3808
74,-16.8764,-20.4085
75,-16.8968,-20.4193
76,-16.908,-20.4366
77,-16.9838,-20.4599
78,-17.0224,-20.4773
79,-17.0572,-20.4849
80,-17.0942,-20.4976
81,-17.1629,-20.5092
82,-17.2089,-20.5234
