Generation,Mean Fitness,Best Fitness
1,185.291,96.1451
2,167.032,81.0544
3,151.58,78.6598
4,137.441,59.1174
5,125.475,43.0233
6,113.152,46.6578
7,101.33,43.8055
8,91.0703,32.1188
9,81.7054,31.7348
10,72.9473,28.0458
11,64.3281,28.0458
12,55.5455,21.8347
13,48.9773,18.704
14,43.3302,16.7421
15,38.8234,15.5788
16,34.5298,13.0668
17,30.7469,12.7613
18,28.2455,11.7876
19,25.1138,9.36823
20,22.5633,9.17711
21,21.0698,7.3607
22,18.7351,7.3607
23,16.968,7.3607
24,15.4602,7.20721
25,14.0674,5.59462
26,12.761,5.86465
27,11.5516,5.61543
28,10.679,4.51356
29,9.97325,4.28455
30,8.99614,4.21573
31,8.69257,3.87596
32,8.59621,3.29691
33,7.61464,3.17255
34,7.20917,2.78361
35,6.35861,2.77689
36,6.37766,2.2814
37,5.72498,2.05882
38,5.59819,2.05882
39,5.21923,1.92042
40,4.60242,1.67434
41,4.45457,1.39619
42,4.15334,1.39619
43,4.00625,1.3922
44,4.13012,1.3922
45,3.44132,1.35727
46,3.69468,1.35329
47,3.17402,1.25789
48,3.08678,1.25789
49,3.27334,1.25391
50,3.45375,1.24389
51,3.43964,1.23884
52,3.15896,1.22484
53,3.01151,1.21482
54,2.63576,1.21861
55,2.73402,1.19981
56,2.89953,1.17538
57,2.84091,1.17538
58,2.7027,1.17947
59,2.63999,1.16866
60,3.00581,1.16517
61,2.87716,1.15561
62,2.89288,1.15561
63,2.69036,1.14733
64,2.62679,1.14274
65,2.86199,1.13993
66,2.88442,1.12177
67,2.75813,1.10275
68,2.84347,1.10275
69,2.40613,1.09206
70,2.75555,1.08841
71,2.68786,1.08315
72,2.51465,1.06966
73,2.52644,1.06966
74,3.12684,1.07501
75,2.71644,1.06611
76,2.5693,1.06176
77,2.83393,1.06176
78,2.33749,1.05952
79,2.29157,1.06083
80,2.70749,1.05917
81,2.6842,1.05917
82,2.80521,1.05894
83,2.82582,1.05894
84,2.57905,1.05772
85,2.45509,1.05861
86,2.8816,1.05772
87,2.53071,1.05772
88,2.5416,1.05772
89,2.56335,1.05711
90,2.99535,1.05689
91,2.38897,1.05689
92,2.62365,1.05672
93,2.58936,1.05607
94,2.57206,1.0555
95,2.78014,1.0555
96,2.77929,1.0555
97,2.4461,1.0555
98,2.7622,1.0555
99,2.83281,1.0555
100,2.80216,1.0555
101,2.70794,1.05537
102,2.50523,1.05537
103,2.54949,1.05537
104,2.75091,1.05527
105,2.57465,1.05527
106,2.92469,1.05537
107,2.26487,1.05527
108,2.81321,1.05527
109,2.80969,1.05527
110,3.11063,1.05527
111,2.64886,1.05527
112,2.72795,1.05527
113,2.79834,1.05527
114,2.63073,1.05527
115,2.90551,1.05527
116,2.67627,1.05527
117,2.68196,1.05527
118,2.45554,1.05527
119,2.49694,1.05527
120,2.85096,1.05527
121,2.62002,1.05527
122,2.7066,1.05527
123,2.29561,1.05527
124,2.60007,1.05527
125,2.54346,1.05527
126,2.64514,1.05527
127,2.67396,1.05527
128,3.19852,1.05526
129,2.45527,1.05526
130,2.57172,1.05526
131,2.12471,1.05526
132,2.42319,1.05526
133,2.85524,1.05526
134,2.61363,1.05526
135,2.74449,1.05526
136,2.5421,1.05526
137,2.44757,1.05526
138,2.44965,1.05526
139,2.10019,1.05526
140,2.91582,1.05526
141,2.53634,1.05526
142,2.57826,1.05526
143,2.96403,1.05526
144,2.49704,1.05526
145,2.86991,1.05526
146,2.66279,1.05523
147,2.43928,1.05523
148,2.76841,1.05523
149,2.26651,1.05523
150,2.82305,1.05523
151,2.45131,1.05523
152,2.58065,1.05523
153,2.56725,1.05523
154,2.5007,1.05521
155,2.5224,1.05521
156,2.76949,1.05521
157,2.32831,1.05521
158,2.41937,1.05521
159,2.38184,1.05521
160,2.50612,1.05521
161,2.51996,1.05521
162,3.03633,1.05521
163,2.62403,1.05521
164,2.48493,1.05521
165,2.77404,1.05521
166,2.93497,1.05521
167,2.53368,1.05521
168,2.62498,1.05521
169,2.50335,1.05521
170,2.90854,1.05521
171,2.24055,1.05521
172,2.51389,1.05521
173,2.83264,1.05521
174,2.91175,1.05521
175,2.81905,1.05521
176,2.60043,1.05521
177,2.83324,1.05521
178,2.73363,1.05521
179,2.82958,1.05521
180,2.68772,1.05521
181,2.76561,1.05521
182,2.42181,1.05521
183,2.64392,1.05521
184,2.27945,1.05521
185,2.56496,1.05521
186,2.47224,1.05521
187,2.65141,1.05521
188,3.06171,1.05521
189,2.56205,1.05521
190,2.30223,1.05521
191,2.61744,1.05521
192,2.1609,1.05521
193,2.73732,1.05521
194,2.84594,1.05521
195,2.77356,1.05521
196,3.11128,1.05518
197,2.61505,1.05518
198,2.38095,1.05518
199,2.48021,1.05518
200,2.76579,1.05518
201,2.44849,1.05518
202,2.59059,1.05518
203,2.50331,1.05518
204,2.81898,1.05518
205,2.70064,1.05518
206,2.6262,1.05518
207,2.92941,1.05518
208,2.59006,1.05518
209,2.71551,1.05518
210,2.47894,1.05518
211,2.36075,1.05518
212,2.12067,1.05518
213,2.64747,1.05518
214,2.63283,1.05518
215,2.53136,1.05518
216,2.78276,1.05518
217,2.35925,1.05518
218,2.69008,1.05518
219,2.30689,1.05518
220,2.36119,1.05518
221,2.34065,1.05518
222,2.37402,1.05518
223,2.414,1.05518
224,2.63413,1.05518
225,2.44391,1.05518
226,2.79526,1.05518
227,2.36458,1.05518
228,2.41962,1.05518
229,2.79331,1.05518
230,2.6144,1.05518
231,2.65591,1.05518
232,2.21878,1.05518
233,2.41837,1.05518
234,2.85657,1.05518
235,2.77028,1.05518
236,2.74603,1.05518
237,2.73584,1.05518
238,2.70222,1.05518
239,3.03133,1.05518
240,2.51948,1.05518
241,2.80793,1.05518
242,2.85704,1.05518
243,2.38946,1.05518
244,2.76488,1.05518
245,2.617,1.05518
246,2.70492,1.05518
247,2.98695,1.05518
248,2.52075,1.05518
249,2.65467,1.05518
250,2.30798,1.05518
251,2.22693,1.05518
252,2.45448,1.05518
253,2.56153,1.05518
254,2.58842,1.05518
255,2.30802,1.05518
256,2.91314,1.05518
257,2.7105,1.05518
258,2.7664,1.05518
259,2.63108,1.05518
260,2.54504,1.05518
261,2.53511,1.05518
262,2.4693,1.05518
263,2.91245,1.05518
264,2.42729,1.05518
265,2.48363,1.05518
266,2.80094,1.05518
267,2.59055,1.05518
268,2.86044,1.05518
269,2.16071,1.05518
270,2.74584,1.05518
271,2.62388,1.05518
272,3.02051,1.05518
273,2.86989,1.05518
274,2.56502,1.05518
275,2.65785,1.05518
276,2.34258,1.05518
277,2.71645,1.05518
278,2.58332,1.05518
279,2.79283,1.05518
280,2.60099,1.05518
281,2.47344,1.05518
282,2.68172,1.05518
283,2.22357,1.05518
284,2.24403,1.05518
285,2.74721,1.05518
286,2.26395,1.05518
287,2.68242,1.05518
288,2.4177,1.05518
289,2.57657,1.05518
290,2.36909,1.05518
291,2.6026,1.05518
292,2.44131,1.05518
293,2.55886,1.05518
294,2.44183,1.05518
295,2.67879,1.05518
296,2.59079,1.05518
297,2.31497,1.05518
298,2.50839,1.05518
299,2.6524,1.05518
300,2.81809,1.05518
301,2.52813,1.05518
302,2.48145,1.05518
303,2.56218,1.05518
304,2.80136,1.05518
305,2.67697,1.05518
306,2.525,1.05518
307,2.7278,1.05518
308,2.29271,1.05518
309,2.55726,1.05518
310,2.6477,1.05518
311,2.78306,1.05518
312,2.88878,1.05518
313,2.42659,1.05518
314,2.36375,1.05518
315,2.42265,1.05518
316,2.7626,1.05518
317,2.67961,1.05518
318,2.72436,1.05518
319,2.96535,1.05518
320,2.35922,1.05518
321,2.38399,1.05518
322,2.73482,1.05518
323,2.66467,1.05518
324,2.50603,1.05518
325,2.36472,1.05518
326,2.50599,1.05518
327,2.57884,1.05518
328,2.86042,1.05518
329,3.1471,1.05518
330,2.5899,1.05518
331,2.63582,1.05518
332,2.55299,1.05518
333,2.65178,1.05518
334,2.64964,1.05518
335,2.44594,1.05518
336,2.56381,1.05518
337,2.62263,1.05518
338,2.53647,1.05518
339,2.50499,1.05518
340,2.20461,1.05518
341,2.8642,1.05518
342,2.85476,1.05518
343,3.04701,1.05518
344,2.94355,1.05518
345,3.01436,1.05518
346,2.85954,1.05518
347,2.33445,1.05518
348,2.46474,1.05518
349,2.41326,1.05518
350,2.32597,1.05518
351,2.81771,1.05518
352,2.41866,1.05518
353,2.54349,1.05518
354,2.65196,1.05518
355,2.63467,1.05518
356,2.7162,1.05518
357,2.65906,1.05518
358,2.44865,1.05518
359,2.47723,1.05518
360,2.41825,1.05518
361,2.74682,1.05518
362,2.42448,1.05518
363,2.88896,1.05518
364,2.3604,1.05518
365,2.93699,1.05518
366,2.61744,1.05518
367,2.55519,1.05518
368,2.80212,1.05518
369,2.95768,1.05518
370,2.54931,1.05518
371,2.43098,1.05518
372,2.64816,1.05518
373,2.47416,1.05518
374,2.47875,1.05518
375,2.51803,1.05518
376,2.31975,1.05518
377,2.42312,1.05518
378,2.53416,1.05518
379,2.38491,1.05518
380,2.13667,1.05518
