Generation,Mean Fitness,Best Fitness
1,-1.63402,-1.69014
2,-1.40626,-1.41557
3,-1.26615,-1.24152
4,-1.15454,-1.13651
5,-1.06355,-1.07416
6,-0.989207,-0.996053
7,-0.925357,-0.899964
8,-0.870637,-0.867097
9,-0.822481,-0.81347
10,-0.781048,-0.779279
11,-0.743956,-0.738242
12,-0.710506,-0.71041
13,-0.682436,-0.67671
14,-0.656401,-0.646445
15,-0.632714,-0.650154
16,-0.613303,-0.611771
17,-0.593304,-0.588642
18,-0.576872,-0.58107
19,-0.561144,-0.549689
20,-0.548223,-0.54946
21,-0.537138,-0.527971
22,-0.526587,-0.518389
23,-0.516261,-0.51161
24,-0.507101,-0.505112
25,-0.501551,-0.511779
26,-0.495809,-0.486311
27,-0.489597,-0.486778
28,-0.485159,-0.491078
29,-0.481446,-0.483816
30,-0.475623,-0.474433
31,-0.471956,-0.469
32,-0.468599,-0.473293
33,-0.465073,-0.461039
34,-0.462455,-0.462987
35,-0.459289,-0.469389
36,-0.457727,-0.45626
37,-0.455452,-0.45474
38,-0.454228,-0.454658
39,-0.451283,-0.445993
40,-0.449795,-0.444584
41,-0.447514,-0.445934
42,-0.446854,-0.446643
43,-0.444876,-0.439303
44,-0.442773,-0.446497
45,-0.440871,-0.436009
46,-0.440763,-0.442305
47,-0.439895,-0.438417
48,-0.438163,-0.437537
49,-0.438481,-0.439976
50,-0.436231,-0.434513
