Generation,Mean Fitness,Best Fitness
1,185.513,121.676
2,208.571,131.791
3,216.547,147.56
4,220.601,146.388
5,226.891,152.063
6,232.947,156.423
7,236.579,158.521
8,241.569,172.811
9,247.738,183.349
10,252.707,186.853
11,256.999,188.434
12,260.877,194.408
13,262.88,203.696
14,265.858,203.961
15,268.636,204.413
16,270.695,206.39
17,273.191,210.736
18,278.119,216.641
19,281.322,221.169
20,285.565,230.84
21,286.41,224.019
22,288.389,230.608
23,289.895,233.5
24,290.776,230.771
25,293.397,233.782
26,296.66,244.696
27,297.846,251.148
28,299.281,249.947
29,301.221,259.04
30,302.171,261.574
31,302.613,262.733
32,303.398,263.31
33,305.012,266.849
34,305.645,264.362
35,306.684,263.436
36,307.767,270.636
37,309.18,271.742
38,310.136,276.526
39,310.438,276.683
40,311.402,277.251
41,312.085,276.297
42,311.613,276.516
43,311.682,278.85
44,312.998,280.109
45,312.752,282.51
46,313.794,285.159
47,313.874,284.52
48,315.035,286.699
49,315.55,283.157
50,316.457,287.682
51,317.904,287.345
52,318.83,286.513
53,318.921,288.154
54,318.779,290.57
55,319.74,292.221
56,319.797,292.315
57,319.853,292.982
58,320.814,295.116
59,322.329,296.611
60,322.324,299.731
61,322.463,303.052
62,322.661,303.479
63,323.414,301.453
64,323.838,303.696
65,324.404,303.198
66,325.126,304.268
67,325.26,301.551
68,324.874,302.653
69,325.052,304.014
70,324.907,304.771
71,325.22,305.821
72,324.682,306.325
73,324.67,306.613
74,324.834,308.418
75,324.874,308.185
76,324.778,308.624
77,325.05,309.841
78,325.024,312.167
79,325.387,311.631
80,325.296,313.308
81,325.639,313.15
82,325.676,313.1
83,325.923,313.095
84,326.327,313.095
85,326.633,313.827
86,326.459,316.463
87,326.452,316.726
88,326.53,316.753
89,326.856,316.755
90,326.758,316.755
91,327.055,316.755
92,327.298,317.767
93,327.345,317.963
94,327.273,319.087
95,327.121,319.199
96,327.445,319.21
97,327.962,319.211
98,328.102,319.994
99,328.333,319.106
100,328.823,320.016
101,328.801,320.107
102,328.721,320.116
103,328.973,321.037
104,328.865,321.129
105,329.045,321.479
106,329.181,321.514
107,329.331,322.032
108,329.65,321.57
109,329.892,321.523
110,329.742,323.753
111,329.931,323.943
112,330.047,323.111
113,330.003,323.028
114,329.897,323.073
115,329.905,324.175
116,330.062,324.285
117,330.108,325.115
118,330.093,325.198
119,330.259,325.206
120,330.329,325.207
121,330.542,325.207
122,330.268,325.207
123,330.36,325.207
124,330.49,325.207
125,330.214,325.207
126,330.027,325.207
127,330.122,325.207
128,330.164,325.207
129,330.522,325.207
130,330.982,325.207
131,331.286,325.207
132,331.795,325.753
133,331.821,325.282
134,331.87,325.761
135,332.534,325.809
136,332.311,326.727
137,332.652,326.819
138,332.709,327.375
139,333.117,327.43
140,333.451,327.436
141,333.267,327.436
142,333.164,327.849
143,333.474,327.89
144,333.499,327.894
145,333.41,327.894
146,333.717,327.895
147,334.115,327.895
148,333.861,327.895
149,333.787,327.895
150,334.244,326.693
151,334.485,328.541
152,334.603,328.726
153,334.492,329.215
154,334.622,328.793
155,334.677,329.222
156,334.484,328.794
157,334.634,329.222
158,334.798,329.265
159,334.616,329.269
160,334.721,329.269
161,334.966,329.269
162,335.207,329.269
163,334.924,329.269
164,334.601,329.269
165,334.72,329.269
166,334.906,329.269
167,335.125,329.269
168,335.229,329.269
169,335.442,329.269
170,335.641,330.212
171,335.692,330.306
172,335.708,330.315
173,335.851,330.316
174,335.876,330.316
175,335.978,334.542
176,336.06,334.964
177,336.134,335.006
178,336.074,335.01
179,336.157,335.011
180,336.107,333.952
181,336.116,334.905
182,336.073,335
183,335.973,335.01
184,335.996,333.738
185,336.055,334.884
186,336.064,334.998
187,336.023,335.01
188,335.999,335.011
189,335.935,335.011
190,335.954,335.011
191,335.998,335.011
192,335.966,335.011
193,336.014,335.011
194,336.018,335.011
195,336.009,335.011
196,335.994,335.011
197,336.014,335.011
198,336.13,335.011
199,336.161,335.011
200,336.085,335.011
201,336.041,335.011
202,336.065,335.011
203,336.068,335.011
204,336.158,335.011
205,336.152,335.011
206,336.181,335.011
207,336.118,335.011
208,336.053,335.011
209,336.137,335.011
210,336.166,335.011
211,336.137,335.011
212,336.083,335.011
213,336.019,335.011
214,336.009,335.011
215,335.967,335.011
216,335.912,335.011
217,335.905,335.011
218,335.955,335.011
219,335.957,335.011
220,335.997,335.011
221,335.997,335.011
222,335.965,335.011
223,336.056,335.011
224,336.009,332.198
225,336.051,331.917
226,336.005,331.889
227,336.086,331.886
228,336.039,334.698
229,336.056,334.98
230,336.047,335.008
231,336.028,335.011
232,336.09,335.011
233,336.162,335.011
234,336.146,334.084
235,336.203,333.991
236,336.241,335.627
237,336.247,335.355
238,336.398,335.763
239,336.402,335.804
240,336.631,335.808
241,336.643,335.809
242,336.688,335.809
243,336.76,335.809
244,337.192,335.809
245,337.249,335.809
246,337.536,335.809
247,337.683,335.809
248,337.878,335.809
249,338.009,335.809
