Generation,Mean Fitness,Best Fitness
1,-1.61529,-1.63952
2,-1.39434,-1.36078
3,-1.24792,-1.20855
4,-1.13611,-1.1531
5,-1.04593,-1.07801
6,-0.974115,-0.939394
7,-0.914956,-0.903776
8,-0.857876,-0.853399
9,-0.814102,-0.817717
10,-0.774004,-0.78727
11,-0.739025,-0.755412
12,-0.70632,-0.689229
13,-0.678176,-0.687616
14,-0.651195,-0.65521
15,-0.629482,-0.64468
16,-0.608698,-0.60478
17,-0.59013,-0.579503
18,-0.573385,-0.568378
19,-0.561306,-0.572239
20,-0.548413,-0.55312
21,-0.536711,-0.543978
22,-0.526801,-0.532466
23,-0.519791,-0.518881
24,-0.51179,-0.513679
25,-0.503114,-0.504589
26,-0.494204,-0.499153
27,-0.488385,-0.499447
28,-0.482671,-0.473539
29,-0.477462,-0.485466
30,-0.471844,-0.466143
31,-0.467023,-0.460936
32,-0.462702,-0.467018
33,-0.460172,-0.459317
34,-0.457639,-0.464344
35,-0.455243,-0.452199
36,-0.453018,-0.450002
37,-0.450653,-0.456125
38,-0.448326,-0.451017
39,-0.446389,-0.441041
40,-0.443273,-0.448192
41,-0.440834,-0.448372
42,-0.440098,-0.445655
43,-0.43934,-0.441987
44,-0.436935,-0.439341
45,-0.435309,-0.431178
46,-0.434675,-0.429692
47,-0.433481,-0.436048
48,-0.431916,-0.432892
49,-0.431224,-0.423431
50,-0.430516,-0.438148
