Generation,Mean Fitness,Best Fitness
1,370.643,274.332
2,347.444,266.334
3,327.717,260.936
4,310.941,240.718
5,293.162,226.092
6,275.432,213.226
7,258.27,207.021
8,244.095,197.245
9,230.815,185.432
10,219.31,180.237
11,208.307,170.863
12,197.995,162.252
13,188.82,151.199
14,179.691,145.596
15,171.726,140.987
16,163.629,133.715
17,155.443,129.308
18,148.433,128.312
19,142.18,125.536
20,136.665,123.033
21,133.062,121.67
22,129.631,121.637
23,127.005,118.888
24,124.942,116.054
25,122.991,114.703
26,121.456,114.811
27,120.295,114.811
28,119.195,114.299
29,117.79,113.505
30,116.885,113.471
31,115.961,113.471
32,115.282,113.67
33,114.88,113.67
34,114.328,113.985
35,114.148,113.985
36,114.089,113.985
37,114.024,113.985
38,113.985,113.985
39,113.982,113.852
40,113.985,113.985
41,113.985,113.985
42,113.985,113.985
43,113.985,113.985
44,113.985,113.985
45,113.985,113.985
46,113.985,113.985
47,113.985,113.985
48,113.985,113.985
49,113.985,113.985
50,113.985,113.985
