Generation,Mean Fitness,Best Fitness
1,185.029,114.901
2,169.239,108.431
3,156.219,101.742
4,145.261,95.2389
5,135.087,88.371
6,125.849,81.1052
7,116.888,76.0297
8,108.957,70.8906
9,101.6,66.1596
10,95.1758,61.8544
11,89.2803,58.3231
12,83.9334,55.1293
13,78.9875,52.8956
14,74.7746,50.688
15,71.3141,48.9864
16,67.8908,46.7257
17,64.8798,45.3043
18,61.8848,43.3958
19,59.4477,42.3998
20,56.9027,41.5465
21,55.1186,40.4348
22,53.5808,39.7532
23,51.9779,39.0732
24,50.8602,38.3248
25,49.6871,38.0673
26,48.7328,37.5953
27,47.7019,36.8362
28,47.0442,36.5412
29,46.2563,36.2217
30,45.6768,36.0584
31,44.842,35.357
32,44.2077,35.2806
33,43.874,35.0469
34,43.4158,34.4778
35,42.4972,34.3387
36,42.4307,34.1935
37,42.0127,33.8837
38,41.5214,33.4443
39,41.3775,33.1962
40,41.1226,32.9122
41,40.6759,32.6782
42,40.485,32.5862
43,40.5798,32.2237
44,40.1715,32.1949
45,39.8222,31.7726
46,39.3266,31.5731
47,39.0774,31.3541
48,38.9042,31.1318
49,38.381,30.8692
50,38.3834,30.7222
