Generation,Mean Fitness,Best Fitness
1,185.035,113.033
2,169.41,106.26
3,156.151,98.33
4,143.705,90.1208
5,132.902,84.0959
6,123.098,78.0364
7,114.5,73.4698
8,106.501,68.9983
9,99.1092,65.0312
10,92.8407,60.0948
11,87.193,56.9673
12,82.2007,54.7386
13,77.6167,51.6483
14,73.6909,49.7094
15,70.1048,47.7968
16,66.837,45.4687
17,63.6299,43.5914
18,60.7106,42.4489
19,58.2844,40.7107
20,55.7586,39.8985
21,53.5738,38.7145
22,51.828,38.0303
23,50.1985,37.3311
24,48.7583,36.807
25,47.593,36.2804
26,46.5769,35.8219
27,45.9689,35.1583
28,45.3291,34.3425
29,44.3251,34.0085
30,43.6874,33.4627
31,43.0168,33.1031
32,42.4475,32.6237
33,41.7375,32.3599
34,41.2719,31.9495
35,40.8465,31.5279
36,40.1201,31.4736
37,39.7079,31.1696
38,39.3005,30.8386
39,38.9396,30.7503
40,38.7651,30.5323
41,38.5784,30.3639
42,38.327,30.1964
43,37.7765,29.9086
44,37.4429,29.666
45,37.523,29.4283
46,37.2401,29.2886
47,36.7709,28.873
48,36.8894,28.7545
49,36.2801,28.5185
50,36.0601,28.164
