Generation,Mean Fitness,Best Fitness
1,25.0018,29.6278
2,26.1316,30.0613
3,27.1108,30.6038
4,28.0073,31.2453
5,28.7909,31.8166
6,29.5324,32.2263
7,30.2381,32.8283
8,30.882,33.3406
9,31.5089,33.8424
10,32.0825,34.2189
11,32.6168,34.5884
12,33.125,34.9842
13,33.5946,35.3937
14,34.0506,35.7075
15,34.4786,35.9882
16,34.8661,36.2879
17,35.2399,36.5194
18,35.573,36.7619
19,35.8846,37.0653
20,36.1784,37.3158
21,36.4584,37.5226
22,36.7252,37.7594
23,36.9785,37.9538
24,37.2166,38.1792
25,37.434,38.3618
26,37.6455,38.5439
27,37.8515,38.7043
28,38.0523,38.9048
29,38.2521,39.0603
30,38.4342,39.197
31,38.6205,39.3481
32,38.7942,39.5289
33,38.9691,39.6617
34,39.1306,39.8154
35,39.2951,39.951
36,39.4461,40.1139
37,39.5942,40.2779
38,39.7388,40.4389
39,39.8816,40.5507
40,40.0302,40.6618
41,40.1724,40.7966
42,40.3125,40.9543
43,40.4465,41.092
44,40.576,41.2142
45,40.709,41.337
46,40.8421,41.5229
47,40.9739,41.6349
48,41.1086,41.7607
49,41.2429,41.8607
50,41.3829,41.9343
