Generation,Mean Fitness,Best Fitness
1,25.1838,32.8948
2,26.252,31.5157
3,27.3045,30.5283
4,28.3051,31.6334
5,29.3161,32.4611
6,30.5074,33.0236
7,31.4068,33.3307
8,32.0165,33.4121
9,32.6046,34.6481
10,32.9167,34.3015
11,33.3674,34.5643
12,33.7033,34.8806
13,34.019,35.3305
14,34.2468,35.4622
15,34.4421,35.4753
16,34.6847,35.6477
17,34.9789,36.0139
18,35.3406,36.5956
19,35.5634,36.5956
20,35.8126,36.6373
21,35.957,37.0686
22,36.068,37.3178
23,36.3017,37.559
24,36.5237,37.6792
25,36.7336,37.6423
26,37.0467,37.761
27,37.3258,37.8371
28,37.519,38.5094
29,37.6723,38.4951
30,37.8379,38.6345
31,38.1413,39.0345
32,38.4217,39.1102
33,38.6821,39.4887
34,38.8678,39.7049
35,39.0518,39.7049
36,39.2244,39.9088
37,39.4033,40.0152
38,39.5999,40.0152
39,39.718,39.9996
40,39.7981,40.0152
41,39.8925,40.0152
42,39.9468,40.0152
43,39.9871,40.0152
44,40.0093,40.0152
45,40.0139,40.0152
46,40.0151,40.0152
47,40.0151,40.0152
48,40.0151,40.0152
49,39.9956,40.0152
50,40.02,40.258
