Generation,Mean Fitness,Best Fitness
1,185.103,82.0408
2,167.836,76.8121
3,153.041,74.3577
4,139.323,66.8252
5,126.704,55.1303
6,115.256,46.159
7,104.466,44.184
8,94.084,38.8879
9,84.4765,33.231
10,75.5976,29.2591
11,67.4222,24.9407
12,60.0706,22.4413
13,53.4207,18.5446
14,47.3593,16.2002
15,41.826,15.1491
16,37.1365,12.8648
17,32.9953,10.9566
18,29.432,10.1515
19,26.1315,8.77119
20,23.5046,8.41363
21,20.9882,7.72777
22,18.7918,6.49948
23,16.848,6.14881
24,15.1051,5.91183
25,13.6252,5.09663
26,12.4226,4.77276
27,11.1761,4.31122
28,10.1178,3.91045
29,9.38319,3.68318
30,8.73928,3.41979
31,8.04321,3.11375
32,7.34687,2.86065
33,6.94338,2.77409
34,6.46695,2.45356
35,6.08885,2.29317
36,5.65828,2.16918
37,5.37161,1.9714
38,5.0358,1.85392
39,4.78315,1.81011
40,4.58816,1.74676
41,4.27016,1.71092
42,4.20659,1.6178
43,4.0599,1.58361
44,3.85321,1.53246
45,3.7031,1.5201
46,3.6428,1.48326
47,3.42971,1.45417
48,3.44762,1.3993
49,3.41505,1.39425
50,3.36522,1.38357
