Generation,Mean Fitness,Best Fitness
1,185.163,122.151
2,169.078,89.6334
3,156.703,103.89
4,145.712,94.2808
5,131.753,89.6054
6,120.196,77.3553
7,105.868,79.2728
8,98.0763,71.4318
9,89.2392,63.0324
10,83.8338,63.0324
11,77.2262,55.4616
12,72.4952,55.4616
13,68.5941,52.8823
14,64.8228,55.4616
15,61.0993,50.7323
16,58.0545,50.7323
17,56.4609,50.7323
18,54.8764,50.7323
19,54.1299,50.7323
20,53.0048,42.2397
21,50.7023,42.2397
22,49.4334,42.2397
23,47.8002,42.2397
24,46.2697,42.2397
25,44.2017,42.2397
26,42.7251,40.846
27,42.1282,40.846
28,42.0724,40.846
29,41.933,40.846
30,41.7658,40.846
31,41.5707,40.846
32,41.1526,40.846
33,40.9296,40.846
34,40.846,40.846
35,40.846,40.846
36,40.846,40.846
37,40.846,40.846
38,40.846,40.846
39,40.846,40.846
40,40.846,40.846
41,40.846,40.846
42,40.846,40.846
43,40.846,40.846
44,40.846,40.846
45,40.846,40.846
46,40.846,40.846
47,40.846,40.846
48,40.846,40.846
49,40.846,40.846
50,40.846,40.846
51,40.846,40.846
52,41.1752,40.846
53,40.846,40.846
54,40.846,40.846
55,40.846,40.846
56,40.846,40.846
57,40.846,40.846
58,40.846,40.846
59,40.846,40.846
60,40.846,40.846
61,40.846,40.846
62,40.846,40.846
63,40.846,40.846
64,40.846,40.846
65,40.846,40.846
66,40.846,40.846
67,40.846,40.846
68,40.846,40.846
69,40.846,40.846
70,40.846,40.846
71,40.846,40.846
72,40.846,40.846
73,40.846,40.846
74,40.846,40.846
75,40.846,40.846
76,40.846,40.846
77,40.846,40.846
78,40.846,40.846
79,41.2028,40.846
80,40.846,40.846
81,40.846,40.846
82,40.846,40.846
83,40.846,40.846
84,40.846,40.846
85,40.846,40.846
86,40.846,40.846
87,40.846,40.846
88,40.846,40.846
89,40.846,40.846
90,40.846,40.846
91,40.846,40.846
92,40.846,40.846
93,40.846,40.846
94,40.846,40.846
95,40.846,40.846
96,40.846,40.846
97,40.846,40.846
98,40.846,40.846
99,40.846,40.846
100,40.846,40.846
101,40.846,40.846
102,40.846,40.846
103,40.846,40.846
104,40.846,40.846
105,40.846,40.846
106,40.846,40.846
107,40.846,40.846
108,40.846,40.846
109,40.846,40.846
110,40.846,40.846
111,40.846,40.846
112,40.846,40.846
113,40.846,40.846
114,40.846,40.846
115,40.846,40.846
116,40.846,40.846
117,40.846,40.846
118,40.846,40.846
119,40.846,40.846
120,40.846,40.846
121,40.846,40.846
122,40.846,40.846
123,40.846,40.846
124,40.846,40.846
125,40.846,40.846
126,40.846,40.846
127,40.846,40.846
128,40.846,40.846
129,40.846,40.846
130,40.846,40.846
131,40.846,40.846
132,40.846,40.846
133,40.846,40.846
134,40.846,40.846
135,40.8517,40.846
136,40.846,40.846
137,40.846,40.846
138,40.846,40.846
139,40.846,40.846
140,40.846,40.846
141,40.846,40.846
142,40.846,40.846
143,40.846,40.846
144,40.846,40.846
145,40.846,40.846
146,40.846,40.846
147,40.846,40.846
148,40.846,40.846
149,40.846,40.846
150,40.846,40.846
151,40.846,40.846
152,40.846,40.846
153,40.846,40.846
154,40.846,40.846
155,40.846,40.846
156,40.846,40.846
157,40.846,40.846
158,40.846,40.846
159,40.846,40.846
160,40.846,40.846
161,40.846,40.846
162,40.846,40.846
163,40.846,40.846
164,40.846,40.846
165,40.846,40.846
166,40.846,40.846
167,40.846,40.846
168,40.846,40.846
169,40.846,40.846
170,40.846,40.846
171,40.846,40.846
172,40.846,40.846
173,40.846,40.846
174,40.846,40.846
175,40.846,40.846
176,40.8878,40.846
177,40.846,40.846
178,40.846,40.846
179,40.846,40.846
180,40.846,40.846
181,40.846,40.846
182,40.846,40.846
183,40.846,40.846
184,40.846,40.846
185,40.846,40.846
186,40.846,40.846
187,40.846,40.846
188,40.846,40.846
189,40.846,40.846
190,40.846,40.846
191,40.846,40.846
192,40.846,40.846
193,40.846,40.846
194,40.846,40.846
195,40.846,40.846
196,40.846,40.846
197,40.846,40.846
198,40.846,40.846
199,40.846,40.846
200,40.846,40.846
201,40.846,40.846
202,40.846,40.846
203,40.846,40.846
204,40.846,40.846
205,40.846,40.846
206,40.846,40.846
207,40.846,40.846
208,40.846,40.846
209,40.846,40.846
210,40.846,40.846
211,40.846,40.846
212,40.846,40.846
213,40.846,40.846
214,40.846,40.846
215,40.846,40.846
216,40.846,40.846
217,40.846,40.846
218,40.846,40.846
219,40.846,40.846
220,40.846,40.846
221,40.846,40.846
222,40.846,40.846
223,40.846,40.846
224,40.846,40.846
225,40.846,40.846
226,40.846,40.846
227,40.846,40.846
228,40.846,40.846
229,40.846,40.846
230,40.846,40.846
231,40.846,40.846
232,40.846,40.846
233,40.846,40.846
234,40.846,40.846
235,40.846,40.846
236,40.846,40.846
237,40.846,40.846
238,40.846,40.846
239,40.846,40.846
240,40.846,40.846
241,40.846,40.846
242,40.846,40.846
243,40.846,40.846
244,40.846,40.846
245,40.846,40.846
246,40.846,40.846
247,40.846,40.846
248,40.846,40.846
249,40.846,40.846
250,40.846,40.846
251,40.846,40.846
252,40.846,40.846
253,40.846,40.846
254,40.846,40.846
255,40.846,40.846
256,40.846,40.846
257,40.846,40.846
258,40.846,40.846
259,40.846,40.846
260,40.846,40.846
261,40.846,40.846
262,40.846,40.846
263,40.846,40.846
264,40.846,40.846
265,40.846,40.846
266,40.846,40.846
267,40.846,40.846
268,40.846,40.846
269,40.846,40.846
270,40.846,40.846
271,40.846,40.846
272,41.5403,40.846
273,40.846,40.846
274,40.7474,35.9208
275,40.846,40.846
276,40.846,40.846
277,40.846,40.846
278,40.846,40.846
279,40.846,40.846
280,40.846,40.846
281,40.846,40.846
282,40.846,40.846
283,40.846,40.846
284,40.846,40.846
285,40.846,40.846
286,40.846,40.846
287,40.846,40.846
288,40.846,40.846
289,40.846,40.846
290,40.846,40.846
291,40.846,40.846
292,40.846,40.846
293,40.846,40.846
294,40.846,40.846
295,40.846,40.846
296,40.846,40.846
297,40.846,40.846
298,40.846,40.846
299,40.8242,39.759
300,40.8025,39.759
301,40.7373,39.759
302,40.672,39.759
303,40.6503,39.759
304,40.5199,39.759
305,40.2373,39.759
306,39.9112,39.759
307,39.759,39.759
308,39.759,39.759
309,39.759,39.759
310,39.759,39.759
311,39.759,39.759
312,39.759,39.759
313,39.759,39.759
314,39.759,39.759
315,39.759,39.759
316,39.759,39.759
317,39.759,39.759
318,39.759,39.759
319,39.759,39.759
320,39.759,39.759
321,39.759,39.759
322,39.759,39.759
323,39.759,39.759
324,39.759,39.759
325,39.759,39.759
326,39.759,39.759
327,39.759,39.759
328,39.759,39.759
329,39.759,39.759
330,39.759,39.759
331,39.759,39.759
332,39.759,39.759
333,39.759,39.759
334,39.759,39.759
335,39.759,39.759
336,39.759,39.759
337,39.759,39.759
338,39.759,39.759
339,39.759,39.759
340,39.759,39.759
341,39.759,39.759
342,39.759,39.759
343,39.759,39.759
344,39.759,39.759
345,39.759,39.759
346,39.759,39.759
347,39.759,39.759
348,39.759,39.759
349,39.759,39.759
350,39.759,39.759
351,39.759,39.759
352,39.759,39.759
353,39.759,39.759
354,39.759,39.759
355,39.759,39.759
356,39.759,39.759
357,39.759,39.759
358,39.759,39.759
359,39.759,39.759
360,39.759,39.759
361,39.759,39.759
362,39.759,39.759
363,39.759,39.759
364,39.759,39.759
365,39.759,39.759
366,39.759,39.759
367,39.759,39.759
368,40.0071,39.759
369,39.759,39.759
370,39.759,39.759
371,39.759,39.759
372,39.759,39.759
373,39.759,39.759
374,39.759,39.759
375,39.759,39.759
376,39.759,39.759
377,39.759,39.759
378,39.759,39.759
379,39.759,39.759
380,39.759,39.759
381,39.759,39.759
382,39.759,39.759
383,39.759,39.759
384,39.759,39.759
385,39.759,39.759
386,39.759,39.759
387,39.759,39.759
388,39.759,39.759
389,39.759,39.759
390,39.759,39.759
391,39.759,39.759
392,39.759,39.759
393,39.759,39.759
394,39.759,39.759
395,39.759,39.759
396,39.759,39.759
397,39.759,39.759
398,39.759,39.759
399,39.759,39.759
400,39.759,39.759
401,39.759,39.759
402,39.759,39.759
403,39.759,39.759
404,39.759,39.759
405,39.759,39.759
406,39.759,39.759
407,39.759,39.759
408,39.759,39.759
409,39.759,39.759
410,39.759,39.759
411,39.759,39.759
412,39.759,39.759
413,40.1488,39.759
414,39.759,39.759
415,39.759,39.759
416,39.759,39.759
417,39.759,39.759
418,39.759,39.759
419,39.759,39.759
420,39.759,39.759
421,39.759,39.759
422,39.759,39.759
423,39.759,39.759
424,39.759,39.759
425,39.759,39.759
426,39.759,39.759
427,39.759,39.759
428,39.759,39.759
429,39.759,39.759
430,39.759,39.759
431,39.759,39.759
432,39.759,39.759
433,39.759,39.759
434,39.759,39.759
435,39.759,39.759
436,39.759,39.759
437,39.759,39.759
438,39.759,39.759
439,39.759,39.759
440,39.759,39.759
441,39.759,39.759
442,39.759,39.759
443,39.759,39.759
444,39.759,39.759
445,39.759,39.759
446,39.759,39.759
447,39.759,39.759
448,39.759,39.759
449,39.759,39.759
450,39.759,39.759
451,40.0943,39.759
452,39.759,39.759
453,39.759,39.759
454,39.759,39.759
455,39.759,39.759
456,39.759,39.759
457,39.759,39.759
458,39.759,39.759
459,39.759,39.759
460,39.759,39.759
461,39.759,39.759
462,39.759,39.759
463,39.759,39.759
464,39.759,39.759
465,39.759,39.759
466,39.9004,39.759
467,39.759,39.759
468,39.759,39.759
469,39.759,39.759
470,39.759,39.759
471,39.759,39.759
472,39.759,39.759
473,39.759,39.759
474,39.759,39.759
475,39.759,39.759
476,39.759,39.759
477,39.759,39.759
478,39.759,39.759
479,39.759,39.759
480,39.759,39.759
481,39.759,39.759
482,39.759,39.759
483,39.759,39.759
484,39.759,39.759
485,39.759,39.759
486,39.759,39.759
487,39.759,39.759
488,39.759,39.759
489,39.759,39.759
490,39.759,39.759
491,39.759,39.759
492,39.759,39.759
493,39.759,39.759
494,39.759,39.759
495,39.759,39.759
496,39.759,39.759
497,39.759,39.759
498,39.759,39.759
499,39.759,39.759
500,39.759,39.759
