Generation,Mean Fitness,Best Fitness
1,184.431,118.452
2,190.822,105.276
3,196.139,125.471
4,207.511,117.557
5,215.929,150.133
6,216.074,152.529
7,216.333,148.911
8,217.564,148.911
9,223.179,150.119
10,231.687,172.835
11,230.117,188.239
12,230.496,181.425
13,236.546,175.133
14,239.922,161.228
15,235.139,161.228
16,243.881,161.228
17,245.193,167.171
18,250.893,166.158
19,254.672,195.376
20,254.131,185.967
21,253.996,197.638
22,254.347,201.488
23,254.322,201.488
24,254.365,182.47
25,262.205,210.07
26,268.362,212.961
27,276.831,215.646
28,275.848,232.02
29,269.418,222.211
30,271.605,220.571
31,270.655,197.44
32,270.826,197.44
33,273.598,226.357
34,270.654,224.908
35,269.393,224.908
36,269.933,225.827
37,270.402,238.594
38,268.632,234.717
39,266.983,235.703
40,266.434,244.311
41,264.814,234.502
42,265.878,221.811
43,265.549,233.119
44,269.248,231.62
45,269.833,237.623
46,272.959,221.811
47,272.433,221.811
48,274.859,233.836
49,282.846,235.703
50,287.089,240.192
51,288.386,245.19
52,288.738,249.861
53,288.655,245.243
54,286.361,235.434
55,285.839,233.836
56,283.94,240.433
57,284.052,233.836
58,285.376,243.393
59,283.763,243.393
60,285.658,253.202
61,282.124,242.031
62,277.784,242.031
63,274.155,242.031
64,279.677,254.77
65,274.852,242.031
66,272.722,242.031
67,273.106,242.031
68,272.626,240.433
69,272.836,240.433
70,275.098,242.031
71,273.481,242.031
72,270.691,242.031
73,270.673,245.103
74,269.927,245.103
75,269.98,238.507
76,270.976,238.507
77,272.196,238.507
78,273.631,246.575
79,276.147,240.105
80,279.93,240.105
81,282.175,257.147
82,287.256,261.817
83,288.749,261.817
84,291.978,261.817
85,293.95,261.691
86,295.177,261.691
87,298.602,260.219
88,301.436,261.817
89,301.443,269.886
90,302.523,261.817
91,300.187,261.817
92,306.327,281.498
93,304.375,281.498
94,307.058,269.886
95,306.146,284.428
96,304.81,274.556
97,305.213,274.556
98,305.219,276.36
99,309.096,284.365
