Generation,Mean Fitness,Best Fitness
1,185.27,113.797
2,170.067,106.219
3,156.897,100.26
4,144.671,93.4868
5,133.776,85.7113
6,124.286,79.1949
7,115.581,73.6753
8,107.749,69.444
9,100.323,65.5599
10,94.0897,60.5323
11,88.207,56.9669
12,82.9218,54.1047
13,78.3419,52.0064
14,73.8454,50.069
15,69.9778,47.3174
16,66.4047,45.1416
17,63.4851,43.7038
18,60.5678,42.9118
19,58.3763,41.5374
20,56.1144,39.9956
21,54.4461,39.6897
22,52.4645,39.3079
23,50.7923,38.4767
24,49.4919,37.6923
25,48.4848,36.9457
26,47.4337,36.7608
27,46.3944,36.1379
28,45.582,35.748
29,44.8563,35.2135
30,44.202,34.5819
31,43.6876,34.3194
32,42.8136,34.1984
33,42.2355,33.7693
34,41.9744,33.2475
35,41.5618,32.9054
36,41.4916,33.0015
37,40.6587,32.7155
38,40.3867,32.5808
39,40.3509,32.495
40,40.1097,31.8887
41,39.7546,31.5111
42,39.6923,31.3203
43,38.9832,31.4071
44,38.8908,31.1861
45,38.8014,30.9115
46,38.5976,30.7831
47,38.3324,30.5151
48,38.0819,29.9828
49,37.7561,29.9765
50,37.5147,29.7992
