Generation,Mean Fitness,Best Fitness
1,-1.61688,-5.19155
2,-1.83439,-5.26696
3,-2.06073,-5.9854
4,-2.31898,-6.48672
5,-2.61213,-7.11226
6,-2.94873,-8.55237
7,-3.33122,-9.00718
8,-3.7785,-9.88025
9,-4.27745,-10.0677
10,-4.8272,-10.5291
11,-5.40642,-11.2832
12,-5.98793,-11.7349
13,-6.60075,-12.7046
14,-7.2199,-13.4406
15,-7.86187,-13.711
16,-8.52583,-14.2477
17,-9.21941,-14.6062
18,-9.8462,-15.2702
19,-10.5105,-15.8586
20,-11.2173,-16.4946
21,-11.8665,-16.5658
22,-12.4354,-17.0632
23,-12.9944,-17.1706
24,-13.5105,-17.4513
25,-14.0256,-17.7474
26,-14.4337,-18.1143
27,-14.8963,-18.3331
28,-15.3197,-18.2821
29,-15.6652,-18.5387
30,-15.9917,-18.7026
31,-16.3436,-18.853
32,-16.6153,-19.0546
33,-16.9007,-19.1169
34,-17.113,-19.2088
35,-17.3099,-19.2694
36,-17.5043,-19.3633
37,-17.6257,-19.4362
38,-17.8931,-19.4621
39,-17.9545,-19.5018
40,-18.1498,-19.5507
41,-18.2861,-19.6041
42,-18.3582,-19.656
43,-18.4076,-19.6776
44,-18.474,-19.6994
45,-18.6089,-19.7231
46,-18.6437,-19.7685
47,-18.6277,-19.8038
48,-18.7846,-19.8148
49,-18.7261,-19.8218
50,-18.7694,-19.8277
