Generation,Mean Fitness,Best Fitness
1,25.1312,29.4755
2,26.5093,30.6255
3,27.783,31.3356
4,28.7993,31.4305
5,29.8102,31.7151
6,30.3589,34.014
7,31.1401,33.2479
8,31.4564,33.4595
9,32.3757,33.8722
10,32.7078,34.6749
11,33.0534,35.2579
12,33.7681,35.3117
13,34.2185,35.3819
14,34.5508,35.4095
15,34.8749,35.9557
16,35.2307,36.0796
17,35.479,36.3111
18,35.6685,36.2698
19,35.849,36.5351
20,36.0212,36.7192
21,36.1223,37.2536
22,36.3393,37.6224
23,36.5219,37.3999
24,36.6887,37.6741
25,36.9273,37.9311
26,37.1717,38.0774
27,37.5299,38.4413
28,37.8577,38.6628
29,38.1495,38.9638
30,38.4537,38.9751
31,38.6345,38.9751
32,38.7642,39.1101
33,38.8563,39.1101
34,38.9572,39.1101
35,39.0208,39.1101
36,39.0345,39.1101
37,39.0723,39.1101
38,39.0966,39.1101
39,39.1074,39.1101
40,39.1101,39.1101
41,39.0921,39.1101
42,39.1101,39.1101
43,39.1101,39.1101
44,39.1101,39.1101
45,39.1101,39.1101
46,39.1101,39.1101
47,39.1101,39.1101
48,39.1101,39.1101
49,39.1101,39.1101
50,39.1101,39.1101
