Generation,Mean Fitness,Best Fitness
1,24.2072,27.5817
2,25.3617,28.0369
3,27.0033,29.9882
4,29.1192,31.2645
5,29.4256,31.2645
6,30.2117,31.2645
7,30.4215,31.614
8,30.873,31.614
9,31.3558,31.7901
10,31.4918,31.7901
11,31.4568,31.8276
12,31.4955,31.8276
13,31.6781,31.8276
14,31.7208,31.8276
15,31.8062,31.8276
16,31.8276,31.8276
17,31.8276,31.8276
18,31.8276,31.8276
19,31.8276,31.8276
20,31.8276,31.8276
21,31.8276,31.8276
22,31.8276,31.8276
23,31.8276,31.8276
24,31.8276,31.8276
25,31.8276,31.8276
26,31.8276,31.8276
27,31.8276,31.8276
28,31.8276,31.8276
29,31.8276,31.8276
30,31.8276,31.8276
31,31.8276,31.8276
32,31.8276,31.8276
33,31.8276,31.8276
34,31.8276,31.8276
35,31.8276,31.8276
36,31.8276,31.8276
37,31.8276,31.8276
38,31.8276,31.8276
39,31.8276,31.8276
40,31.8276,31.8276
41,31.8276,31.8276
42,31.8276,31.8276
43,31.8276,31.8276
44,31.8276,31.8276
45,31.8276,31.8276
46,31.8276,31.8276
47,31.8276,31.8276
48,31.8276,31.8276
49,31.8276,31.8276
50,31.8276,31.8276
