Generation,Mean Fitness,Best Fitness
1,185.149,115.013
2,171.154,108.752
3,159.315,101.645
4,148.215,95.0734
5,138.596,89.0029
6,129.394,83.2226
7,121.927,77.1389
8,114.3,72.2452
9,107.877,67.0433
10,101.361,63.5349
11,95.9897,59.8966
12,91.785,57.3051
13,86.841,54.5745
14,82.4037,52.5387
15,79.0536,49.8723
16,75.3363,48.1065
17,72.0153,45.4536
18,69.3979,44.4209
19,66.6108,42.8058
20,64.55,41.2342
21,62.5122,39.7165
22,60.3269,38.9651
23,58.5429,37.778
24,57.0619,37.5923
25,55.5355,36.873
26,54.0582,36.0249
27,52.521,35.8137
28,51.4126,34.8605
29,50.4134,34.4565
30,49.5794,34.1269
31,48.4217,33.1737
32,48.2855,32.9171
33,46.9237,32.3699
34,46.6446,32.3692
35,45.7522,31.6475
36,45.6937,31.2661
37,45.0464,31.0441
38,44.2907,30.6947
39,44.0011,30.5212
40,43.3868,30.3667
41,42.8813,29.7366
42,42.7066,29.5736
43,42.3127,29.3891
44,41.9304,29.1372
45,41.4323,28.8443
46,41.4671,28.6837
47,40.9888,28.2372
48,40.9466,28.0598
49,40.7468,28.0208
50,40.7316,27.9379
51,40.0368,27.6993
52,39.7932,27.6393
53,39.2609,27.1613
54,39.4196,27.1224
55,39.0854,26.8601
56,38.613,26.8336
57,38.9326,26.7084
58,38.7737,26.6012
59,38.6079,26.4615
60,38.58,26.5413
61,38.3456,26.0978
62,37.957,25.8707
63,37.646,25.8524
64,37.7626,25.7343
65,37.4165,25.5721
66,36.9292,25.4877
67,37.2818,25.3626
68,37.3017,25.1293
69,37.1428,25.0768
70,37.1184,25.0183
71,36.8721,24.78
72,36.4904,24.6163
73,36.411,24.569
74,36.3464,24.3362
75,35.8191,24.0777
76,36.3462,24.1535
77,36.1854,24.2073
78,35.9003,24.0806
79,35.5966,24.0623
80,35.5454,24.0668
81,35.6925,24.0252
82,35.5109,23.927
83,35.037,23.8162
84,34.9124,23.7108
85,34.9538,23.4596
86,34.8919,23.371
87,34.8853,23.196
88,35.3213,23.0147
89,35.1572,22.8277
90,35.2203,22.7698
91,34.9214,22.708
92,34.6849,22.4698
93,34.4558,22.4714
94,34.3007,22.2539
95,34.3168,22.2968
96,34.2996,22.149
97,34.004,21.9894
98,33.9894,22.1715
99,34.0795,22.1429
100,33.8546,21.9548
101,33.7318,21.9302
102,33.6966,21.8539
103,33.6323,21.8092
104,33.3053,21.7032
105,33.2238,21.6692
106,33.3105,21.5983
