Generation,Mean Fitness,Best Fitness
1,-1.62092,-4.33703
2,-1.8365,-4.76175
3,-2.07287,-6.2121
4,-2.32769,-6.84736
5,-2.62093,-8.03134
6,-2.94573,-8.22077
7,-3.34474,-8.64161
8,-3.80932,-9.32828
9,-4.32824,-10.1051
10,-4.89749,-10.9893
11,-5.50825,-12.139
12,-6.1505,-12.5905
13,-6.79802,-13.0402
14,-7.44786,-13.699
15,-8.11616,-14.0946
16,-8.84876,-14.7066
17,-9.55491,-15.0785
18,-10.2781,-15.9461
19,-10.8995,-16.2281
20,-11.559,-16.4409
21,-12.1711,-16.7637
22,-12.6986,-17.02
23,-13.224,-17.3917
24,-13.763,-17.6381
25,-14.2236,-17.8766
26,-14.6985,-17.9765
27,-15.0386,-18.2529
28,-15.3908,-18.4588
29,-15.7577,-18.5526
30,-16.0992,-18.6512
31,-16.3699,-18.7763
32,-16.657,-18.8878
33,-16.8904,-18.9912
34,-17.1113,-19.0207
35,-17.2636,-19.164
36,-17.4665,-19.2548
37,-17.656,-19.2698
38,-17.775,-19.2926
39,-17.9831,-19.3453
40,-18.0598,-19.3566
41,-18.1346,-19.4396
42,-18.1995,-19.4507
43,-18.3181,-19.4652
44,-18.3942,-19.4916
45,-18.4935,-19.5264
46,-18.5389,-19.5383
47,-18.4917,-19.5762
48,-18.5498,-19.6043
49,-18.6004,-19.6345
50,-18.5794,-19.653
